,sqft_living,sqft_lot,sqft_above,sqft_basement,sqft_living15,sqft_lot15,bedrooms,bathrooms,floors,view_encoded,condition_encoded,grade_encoded,tempo_imovel,tempo_renovacao,zipcode_encoded
9800,0.08226415094339623,0.004228153078525525,0.11951754385964912,0.0,0.19463087248322153,0.00786744916139126,3,1,1,0.0,0.0,0.0,36,0,9.0
11666,0.12226415094339622,0.00969931047182675,0.12390350877192984,0.1016597510373444,0.3271381861985889,0.008728974474728016,4,2,1,0.0,2.0,0.0,84,0,22.0
8412,0.08452830188679246,0.0027743468624135967,0.08991228070175439,0.06224066390041494,0.20667699191189126,0.008212059286725961,3,1,1,0.0,2.0,0.0,70,0,1.0
5503,0.052075471698113204,0.003320735698635663,0.0756578947368421,0.0,0.12923765272758564,0.006206428357277994,3,1,1,0.0,2.0,1.0,82,0,47.0
16925,0.04528301886792453,0.0056637867169360544,0.06578947368421052,0.0,0.14988814317673382,0.01057953084777537,3,1,1,0.0,2.0,0.0,64,0,25.0
9075,0.21886792452830192,0.1960009425510301,0.31798245614035087,0.0,0.48029599036310455,0.24943914702101774,3,2,2,3.0,0.0,4.0,42,0,10.0
12881,0.06415094339622641,0.003942237856023513,0.09320175438596491,0.0,0.16365513680949922,0.007204649020330849,3,1,1,0.0,0.0,2.0,93,0,11.0
18246,0.06339622641509435,0.009907083610212745,0.09210526315789473,0.0,0.20667699191189126,0.015678612002311187,3,2,1,0.0,2.0,0.0,77,0,48.0
4422,0.09886792452830188,0.004022802950499715,0.14364035087719296,0.0,0.23421097917742217,0.008763435487261486,3,1,1,0.0,0.0,2.0,71,0,38.0
7129,0.1079245283018868,0.0035721230235050173,0.1567982456140351,0.0,0.17742213044226468,0.006420086634985509,4,1,1,0.0,0.0,0.0,71,0,1.0
11076,0.2558490566037736,0.015595706183340712,0.3717105263157895,0.0,0.33402168301497165,0.022156133658185813,4,2,2,0.0,2.0,4.0,43,0,29.0
3468,0.09283018867924529,0.0017203373557324487,0.05921052631578948,0.14315352697095435,0.1843056272586474,0.003587391404734254,2,1,1,0.0,2.0,0.0,97,0,22.0
10853,0.19245283018867926,0.0034818658875880684,0.27960526315789475,0.0,0.41146102219927727,0.006748614954471259,4,2,2,0.0,0.0,4.0,26,0,2.0
5319,0.09584905660377359,0.002156479220566027,0.1392543859649123,0.0,0.2583032180347617,0.00393889373257565,3,2,2,0.0,0.0,0.0,101,42,11.0
12822,0.061886792452830186,0.005694074346438386,0.044956140350877194,0.08506224066390042,0.41834451901566,0.010843731943865308,2,1,1,0.0,1.0,1.0,82,0,25.0
16059,0.1667924528301887,0.004010082146108736,0.10526315789473685,0.2593360995850622,0.3150920667699192,0.008901279537395368,5,2,1,0.0,2.0,0.0,56,0,30.0
4991,0.06716981132075472,0.0060702467048573475,0.0712719298245614,0.04979253112033195,0.1430046463603511,0.011748907873077792,3,1,1,0.0,2.0,0.0,43,0,4.0
7887,0.17509433962264154,0.0027192233767193525,0.1557017543859649,0.18672199170124482,0.20667699191189126,0.005041646133646698,5,2,1,0.0,0.0,0.0,36,0,22.0
19932,0.21735849056603776,0.00202442515593586,0.3157894736842105,0.0,0.42006539321975567,0.004054912474771667,4,2,3,0.0,0.0,2.0,16,0,35.0
17522,0.09509433962264151,0.0016234169413249868,0.1381578947368421,0.0,0.2410944759938049,0.0037746295728327754,2,1,1,0.0,0.0,2.0,97,0,19.0
20616,0.15192452830188682,0.0020026180626941813,0.2207236842105263,0.0,0.3643090690070556,0.004421347908044234,4,2,2,0.0,0.0,2.0,18,0,17.0
12622,0.0860377358490566,0.0045310293735488436,0.125,0.0,0.18086387885045607,0.00844179937028243,3,1,1,0.0,2.0,0.0,68,0,10.0
12159,0.13509433962264153,0.00940733772342427,0.11732456140350876,0.14937759336099585,0.23937360178970923,0.015965787106756772,3,2,1,0.0,1.0,2.0,46,0,31.0
4631,0.18716981132075475,0.037918900631739375,0.2719298245614035,0.0,0.40801927379108593,0.050052323304029984,4,2,2,0.0,0.0,4.0,27,0,10.0
4109,0.09283018867924529,0.0040082648883385955,0.13486842105263158,0.0,0.14472552056444676,0.0091333170217874,3,1,1,0.0,0.0,5.0,92,0,41.0
5438,0.028679245283018868,0.013933521076252741,0.04166666666666667,0.0,0.25486146962657036,0.02253635349647177,3,1,1,0.0,2.0,1.0,56,0,10.0
18462,0.1049056603773585,0.003925276783502207,0.1524122807017544,0.0,0.1963517466873172,0.007844475153035612,3,2,1,0.0,2.0,0.0,56,0,10.0
19724,0.23698113207547175,0.003622400488478888,0.3026315789473684,0.07883817427385892,0.4596454999139563,0.007065656269779185,4,2,2,0.0,0.0,4.0,18,0,20.0
2461,0.350188679245283,0.008558678344768932,0.4243421052631579,0.15975103734439833,0.45276200309757364,0.008992026870400172,5,5,2,1.0,0.0,3.0,24,0,16.0
8750,0.14264150943396228,0.001928110494118445,0.20723684210526316,0.0,0.30820856995353646,0.003804495783695117,3,2,2,0.0,0.0,2.0,20,0,10.0
10491,0.07320754716981133,0.002156479220566027,0.10635964912280703,0.0,0.22732748236103945,0.00393889373257565,2,1,1,0.0,1.0,0.0,98,0,11.0
11010,0.0709433962264151,0.0024714705673902783,0.10307017543859649,0.0,0.1430046463603511,0.004536217949822468,3,1,1,0.0,0.0,0.0,95,0,37.0
17440,0.14641509433962266,0.003301351615754171,0.21271929824561403,0.0,0.2703493374634315,0.004902653383095035,4,2,2,0.0,2.0,0.0,22,0,29.0
4831,0.16075471698113208,0.004181510129091934,0.23355263157894735,0.0,0.3202546893822062,0.008015631515285181,3,2,2,0.0,0.0,2.0,34,0,17.0
5514,0.19622641509433963,0.0128783000643915,0.2850877192982456,0.0,0.29616245052486667,0.008576197319162964,3,2,2,0.0,0.0,2.0,24,0,10.0
10868,0.14037735849056607,0.004108819818286338,0.20394736842105265,0.0,0.2651867148511444,0.010244110325782924,4,2,2,0.0,0.0,2.0,19,0,25.0
7546,0.08301886792452831,0.004712755150562835,0.1206140350877193,0.0,0.1843056272586474,0.00786744916139126,3,1,1,0.0,2.0,0.0,50,0,10.0
18547,0.08226415094339623,0.0023442625234804844,0.06469298245614036,0.10373443983402489,0.17053863362588195,0.005264494014696473,2,1,1,0.0,2.0,2.0,93,0,11.0
2813,0.028679245283018868,0.0024108953083856145,0.04166666666666667,0.0,0.1395628979521597,0.004421347908044234,2,1,1,0.0,0.0,5.0,119,0,10.0
16250,0.1388679245283019,0.004052484827412,0.11403508771929825,0.16597510373443983,0.1567716399931165,0.008322334526833067,4,2,1,0.0,1.0,0.0,59,0,30.0
12688,0.061886792452830186,0.005986047094840865,0.08991228070175439,0.0,0.2841163310961969,0.010348642063801117,3,1,1,0.0,2.0,0.0,57,0,45.0
505,0.07849056603773585,0.004046427301511534,0.11403508771929825,0.0,0.18086387885045607,0.012671314308557013,2,1,1,0.0,0.0,0.0,31,0,10.0
16865,0.12377358490566039,0.002472076319980325,0.17982456140350878,0.0,0.21872311134056105,0.004421347908044234,2,1,1,0.0,0.0,2.0,18,0,5.0
20906,0.12422641509433964,0.0036902447785641113,0.18048245614035086,0.0,0.21011874032008265,0.02406412505212228,3,2,2,0.0,0.0,0.0,10,0,24.0
9929,0.1547169811320755,0.0022328040469119033,0.09649122807017545,0.24273858921161826,0.16537601101359495,0.004679805502045262,3,1,1,0.0,1.0,0.0,107,0,33.0
19853,0.07169811320754717,0.00028046344919159283,0.10416666666666667,0.0,0.14472552056444676,0.0004307626566683782,3,1,3,0.0,0.0,2.0,15,0,15.0
7,0.05811320754716981,0.005567472055118639,0.08442982456140351,0.0,0.21528136293236966,0.010407225785108018,3,1,1,0.0,0.0,0.0,61,0,7.0
13500,0.10716981132075472,0.003097212992908454,0.1557017543859649,0.0,0.1963517466873172,0.004995698116935406,3,2,2,0.0,0.0,0.0,43,0,35.0
19731,0.29267924528301886,0.004824819379721462,0.32149122807017544,0.1962655601659751,0.6819824470831183,0.008556669412060664,4,4,2,0.0,0.0,6.0,17,0,27.0
21575,0.21109433962264154,0.002714983108589026,0.30668859649122804,0.0,0.43503699879538815,0.005205910293389574,3,2,2,0.0,0.0,2.0,10,0,27.0
4595,0.07320754716981133,0.003622400488478888,0.10635964912280703,0.0,0.18946824987093447,0.008097189244947728,3,1,1,0.0,2.0,0.0,58,0,30.0
1748,0.07773584905660377,0.0024230103601865474,0.11293859649122807,0.0,0.175701256238169,0.004490269933111175,2,1,1,4.0,0.0,1.0,112,53,37.0
1133,0.30943396226415093,0.010486788838887378,0.23464912280701755,0.4066390041493776,0.46308724832214776,0.013460471495573481,4,4,1,0.0,2.0,3.0,30,0,31.0
14184,0.17735849056603775,0.0037665696049099875,0.2576754385964912,0.0,0.30648769574944074,0.005893981843641196,4,2,2,0.0,2.0,2.0,35,0,44.0
15464,0.06641509433962264,0.006118706912061078,0.09649122807017545,0.0,0.16193426260540356,0.010546218535659681,2,1,1,0.0,0.0,0.0,61,0,40.0
7420,0.032452830188679255,0.006590588179707408,0.04714912280701754,0.0,0.22216485974875239,0.008527951901616105,2,1,1,0.0,1.0,1.0,73,0,15.0
15945,0.20301886792452833,0.004997458867884753,0.2949561403508772,0.0,0.43727413526071246,0.00986389048749697,4,2,2,0.0,0.0,6.0,34,0,36.0
17636,0.10415094339622642,0.0069994711779888885,0.11842105263157894,0.06224066390041494,0.2410944759938049,0.013177891192799026,3,1,1,0.0,0.0,0.0,66,0,48.0
18622,0.11547169811320755,0.004689130799551015,0.12390350877192984,0.08298755186721991,0.2617449664429531,0.00839700005398892,4,3,1,0.0,0.0,0.0,55,0,35.0
2783,0.09660377358490567,0.0039101329687510405,0.08223684210526316,0.10995850622406639,0.1516090173808295,0.008226992392157132,3,1,1,0.0,0.0,0.0,45,0,13.0
14482,0.06037735849056604,0.0033195241934555696,0.08771929824561403,0.0,0.26862846325933576,0.004995698116935406,2,1,1,0.0,0.0,0.0,102,0,33.0
7591,0.06566037735849056,0.009381896114642312,0.09539473684210527,0.0,0.20151436929960426,0.013777512810881408,4,2,1,0.0,2.0,0.0,35,0,48.0
2743,0.17132075471698116,0.0031983736754462424,0.2489035087719298,0.0,0.45448287730166925,0.005914658451161278,4,2,2,0.0,0.0,4.0,19,0,9.0
5111,0.1366037735849057,0.00412820390116783,0.19846491228070173,0.0,0.2841163310961969,0.009510090758820007,3,2,2,0.0,0.0,2.0,41,0,4.0
10623,0.1826415094339623,0.006590588179707408,0.125,0.26556016597510373,0.3856479091378421,0.011887900623629455,4,1,1,0.0,2.0,4.0,48,0,45.0
1524,0.13132075471698115,0.005194328459649911,0.09210526315789473,0.18672199170124482,0.2651867148511444,0.00844179937028243,4,2,1,0.0,2.0,0.0,52,0,35.0
11437,0.07245283018867925,0.004780599440648058,0.10526315789473685,0.0,0.24797797281018763,0.009562930978037995,3,1,1,0.0,2.0,0.0,49,0,20.0
845,0.1018867924528302,0.0063785747731910855,0.14802631578947367,0.0,0.25314059542247463,0.011945335644518574,3,2,1,0.0,2.0,2.0,52,0,31.0
16984,0.08754716981132075,0.0019553693606705435,0.12719298245614036,0.0,0.2703493374634315,0.0035575251938719126,3,2,2,0.0,0.0,0.0,20,0,43.0
8730,0.14037735849056607,0.022489776410661487,0.20394736842105265,0.0,0.34606780244364144,0.04771931275551405,4,2,2,0.0,0.0,2.0,33,0,29.0
4965,0.08377358490566038,0.004757580842226285,0.12171052631578948,0.0,0.175701256238169,0.008855331520684073,4,1,1,0.0,0.0,0.0,71,0,26.0
6045,0.2988679245283019,0.010588555274015213,0.3355263157894737,0.18672199170124482,0.5835484426088453,0.0159508540013256,4,3,2,1.0,1.0,6.0,44,0,16.0
11971,0.1667924528301887,0.0034879234134885346,0.24232456140350878,0.0,0.39597315436241615,0.007522839036056557,4,3,2,0.0,0.0,4.0,22,0,17.0
9058,0.13358490566037737,0.006275596832883158,0.09868421052631578,0.18049792531120332,0.17742213044226468,0.00933893439657044,2,1,1,0.0,0.0,1.0,100,0,50.0
2910,0.09886792452830188,0.011315458382071177,0.14364035087719296,0.0,0.2772328342798142,0.016310397232091475,3,1,1,0.0,2.0,0.0,57,0,35.0
10889,0.1449056603773585,0.00820976485290207,0.14692982456140352,0.12033195020746888,0.33402168301497165,0.012278458765675453,4,2,1,0.0,0.0,2.0,46,0,31.0
1467,0.05735849056603774,0.004228153078525525,0.08333333333333333,0.0,0.16881775942178628,0.00786744916139126,3,1,1,0.0,0.0,1.0,124,0,3.0
4434,0.17660377358490567,0.0032147289953775014,0.256578947368421,0.0,0.332300808810876,0.004668318497867438,3,2,2,0.0,0.0,2.0,23,0,5.0
5225,0.09283018867924529,0.004724870202363767,0.13486842105263158,0.0,0.18946824987093447,0.008809383503972779,3,1,1,0.0,0.0,1.0,71,0,15.0
19746,0.2105660377358491,0.004071868910293493,0.3059210526315789,0.0,0.4493202546893823,0.007528582538145468,4,2,2,0.0,0.0,4.0,10,0,47.0
9641,0.017358490566037738,0.0038416829260757707,0.025219298245614037,0.0,0.13267940113577698,0.00931021688612588,2,0,1,0.0,2.0,7.0,100,44,10.0
17203,0.21962264150943397,0.003974342743295984,0.319078947368421,0.0,0.4682498709344347,0.006252376373989286,4,3,2,0.0,0.0,4.0,20,0,36.0
6137,0.09660377358490567,0.0015888890436923284,0.14035087719298245,0.0,0.23076923076923078,0.0033771792282800855,3,2,2,0.0,0.0,0.0,23,0,10.0
7851,0.05886792452830189,0.003730224449507189,0.08552631578947369,0.0,0.22044398554465672,0.008198274881712573,2,1,1,0.0,2.0,0.0,73,0,15.0
4819,0.07169811320754717,0.004369293432006391,0.054824561403508776,0.09336099585062241,0.12579590431939425,0.008135096358734545,3,1,1,0.0,0.0,1.0,83,0,1.0
7994,0.15320754716981133,0.002521748032364149,0.2225877192982456,0.0,0.3150920667699192,0.005857223430272162,4,2,2,0.0,0.0,0.0,17,0,29.0
9346,0.16075471698113208,0.002785250409034436,0.1381578947368421,0.18049792531120332,0.23076923076923078,0.005857223430272162,4,2,1,3.0,1.0,0.0,98,0,13.0
4623,0.3026415094339623,0.0047769649251077784,0.3607456140350877,0.14937759336099585,0.40801927379108593,0.010746092408353808,4,3,2,4.0,0.0,3.0,37,0,16.0
11587,0.07245283018867925,0.012589356078939254,0.10526315789473685,0.0,0.14644639476854243,0.019836907514683262,3,1,1,0.0,0.0,1.0,54,0,5.0
9938,0.16075471698113208,0.00487025082397496,0.14583333333333331,0.16597510373443983,0.3116503183617278,0.007339046969211381,5,2,1,3.0,0.0,0.0,46,0,38.0
7982,0.04679245283018868,0.002713771603408933,0.06798245614035088,0.0,0.11202891068662883,0.004995698116935406,2,1,1,0.0,0.0,0.0,100,0,12.0
20383,0.08754716981132075,0.0005851570019850512,0.09539473684210527,0.06016597510373444,0.16709688521769062,0.0009028785283769207,3,2,2,0.0,0.0,2.0,18,0,37.0
7488,0.06792452830188679,0.0017445674593343141,0.07675438596491228,0.04149377593360996,0.17398038203407334,0.002870602344038072,2,1,1,0.0,0.0,0.0,105,0,11.0
5190,0.1788679245283019,0.006227136625679427,0.2598684210526316,0.0,0.3856479091378421,0.011658160540072987,4,2,1,0.0,0.0,0.0,69,10,10.0
21020,0.09358490566037736,0.00029803027430294534,0.09978070175438596,0.06846473029045642,0.19463087248322153,0.0008890941233635327,2,1,2,0.0,0.0,2.0,19,0,32.0
17996,0.0769811320754717,0.004002813115028176,0.0712719298245614,0.07676348547717843,0.17225950782997762,0.007478039719763045,2,1,1,0.0,2.0,0.0,44,0,49.0
4592,0.2618867924528302,0.005616538014912417,0.24780701754385964,0.25103734439834025,0.4407158836689039,0.01820575292143234,5,3,2,0.0,0.0,4.0,40,0,45.0
5361,0.12226415094339622,0.005137387716185527,0.17763157894736842,0.0,0.2823954568921012,0.009245889662730069,3,2,1,0.0,2.0,0.0,67,0,30.0
10310,0.14566037735849058,0.0029185159788446963,0.21162280701754388,0.0,0.31337119256582346,0.005383958858145837,4,2,2,0.0,0.0,0.0,23,0,31.0
10324,0.13283018867924531,0.003712051871805791,0.10307017543859649,0.17012448132780084,0.23421097917742217,0.007522839036056557,3,2,1,0.0,0.0,0.0,34,0,15.0
19500,0.04679245283018868,0.0020353287025566998,0.0537280701754386,0.02697095435684647,0.14128377215625537,0.0037091536490191823,3,1,1,0.0,0.0,0.0,82,0,22.0
4355,0.08075471698113208,0.003392214504261166,0.08442982456140351,0.06224066390041494,0.2410944759938049,0.005110568158713639,2,1,1,0.0,0.0,0.0,77,0,11.0
15178,0.24226415094339623,0.00601936348729343,0.3519736842105263,0.0,0.5336430906900707,0.012731046730281696,5,3,2,0.0,0.0,3.0,23,0,31.0
7729,0.07245283018867925,0.0003985852042506871,0.0756578947368421,0.05601659751037344,0.14988814317673382,0.0006788819469093642,2,2,2,0.0,0.0,0.0,28,0,3.0
6204,0.10037735849056605,0.0055002335176234625,0.14583333333333331,0.0,0.21700223713646538,0.010968940289403583,3,1,1,0.0,2.0,0.0,58,0,31.0
19050,0.16452830188679246,0.004173635345421328,0.17214912280701755,0.12655601659751037,0.34262605403545005,0.008212059286725961,3,3,2,0.0,1.0,2.0,47,0,22.0
8953,0.1667924528301887,0.004793925997629084,0.24232456140350878,0.0,0.2583032180347617,0.008592279125011917,4,2,2,0.0,2.0,2.0,36,0,20.0
8641,0.19698113207547172,0.00560866323124181,0.18201754385964913,0.1970954356846473,0.16537601101359495,0.00844179937028243,5,4,2,0.0,2.0,0.0,87,0,41.0
18619,0.1366037735849057,0.0015022664233156594,0.13267543859649122,0.12448132780082988,0.22216485974875239,0.0038469976991530627,4,1,1,0.0,2.0,0.0,113,0,14.0
7243,0.18943396226415096,0.0040452157963314405,0.27521929824561403,0.0,0.5525727069351231,0.008263750805526167,4,3,2,0.0,0.0,2.0,22,0,9.0
7405,0.1947169811320755,0.0037181093977062566,0.28289473684210525,0.0,0.40801927379108593,0.006900243409618529,4,2,2,0.0,0.0,2.0,20,0,43.0
20105,0.11849056603773585,0.0014265473495598299,0.1557017543859649,0.03112033195020747,0.16365513680949922,0.004800419045912406,3,3,2,0.0,0.0,2.0,15,0,13.0
20761,0.19018867924528304,0.002956072639427588,0.2763157894736842,0.0,0.4252280158320427,0.005455178284048342,3,2,2,0.0,0.0,4.0,19,0,20.0
17032,0.1516981132075472,0.00548993572359267,0.10197368421052631,0.22406639004149376,0.13784202374806404,0.012261228259408717,4,1,1,0.0,0.0,1.0,96,0,10.0
16435,0.1486792452830189,0.00548084943474197,0.16337719298245612,0.0995850622406639,0.3185338151781105,0.010445132898894835,3,2,1,0.0,0.0,2.0,39,0,4.0
1289,0.2017358490566038,0.0031965564176761026,0.2930921052631579,0.0,0.3899500946480813,0.006281093884433845,4,2,2,0.0,0.0,4.0,18,0,18.0
13004,0.14264150943396228,0.005318507740609471,0.08771929824561403,0.22614107883817428,0.2462570986060919,0.007727307710421814,2,1,1,0.0,2.0,0.0,77,0,42.0
17847,0.05962264150943396,0.015503631789653624,0.08662280701754387,0.0,0.22732748236103945,0.02263973653407218,4,1,1,0.0,1.0,5.0,124,0,18.0
16069,0.15622641509433965,0.008776143524595676,0.17872807017543862,0.0912863070539419,0.3925314059542248,0.01687785523847595,4,2,1,0.0,0.0,4.0,38,0,2.0
19879,0.31169811320754715,0.0032831790380527717,0.34210526315789475,0.2095435684647303,0.7074513853037344,0.0059112123499079315,4,4,2,0.0,0.0,6.0,18,0,21.0
15555,0.08830188679245284,0.006881349422929795,0.1282894736842105,0.0,0.1567716399931165,0.00995234041966621,3,1,1,0.0,3.0,0.0,63,0,18.0
560,0.14641509433962266,0.06565146570925451,0.12280701754385966,0.17012448132780084,0.26862846325933576,0.0743082813259219,4,3,1,0.0,0.0,0.0,46,0,43.0
18299,0.10943396226415096,0.002956072639427588,0.07675438596491228,0.15560165975103735,0.27207021166752715,0.005455178284048342,2,1,1,0.0,2.0,0.0,78,0,11.0
8461,0.0460377358490566,0.0035618252294742246,0.0668859649122807,0.0,0.16365513680949922,0.0066096222039195955,2,1,1,0.0,3.0,1.0,84,0,38.0
6072,0.19622641509433963,0.01334291230095727,0.20394736842105265,0.15352697095435686,0.4493202546893823,0.019709401768309424,5,2,1,0.0,2.0,6.0,61,0,16.0
11785,0.08679245283018869,0.003265612212941419,0.12609649122807015,0.0,0.18946824987093447,0.011990134960812084,4,2,1,0.0,1.0,5.0,81,0,25.0
16162,0.09584905660377359,0.004671563974439664,0.1392543859649123,0.0,0.26346584064704875,0.00877032768976818,3,1,1,0.0,0.0,0.0,72,0,34.0
8840,0.12150943396226414,0.004046427301511534,0.11842105263157894,0.10995850622406639,0.28067458268800555,0.008450988973624689,4,2,1,0.0,0.0,2.0,47,0,8.0
2956,0.209811320754717,0.005527492384175561,0.19956140350877194,0.1991701244813278,0.46997074513853043,0.010107414976066827,3,2,2,0.0,0.0,6.0,37,0,45.0
7274,0.05660377358490566,0.002108019013362296,0.08223684210526316,0.0,0.13267940113577698,0.0038469976991530627,3,1,1,0.0,0.0,0.0,74,0,32.0
2438,0.17433962264150946,0.00690557952653166,0.2532894736842105,0.0,0.3495095508518328,0.010796635226736231,3,3,2,0.0,1.0,2.0,55,0,34.0
4239,0.10558490566037736,0.0005257932481604808,0.15339912280701756,0.0,0.18241266563414216,0.0008419974062344566,3,3,3,0.0,0.0,2.0,16,0,1.0
6761,0.10339622641509434,0.0039270940412723465,0.15021929824561403,0.0,0.24797797281018763,0.006925514818809739,3,2,2,0.0,0.0,0.0,28,0,18.0
7983,0.19094339622641512,0.007595531726594779,0.2774122807017544,0.0,0.337463431423163,0.009131019620951836,4,3,2,0.0,2.0,2.0,48,0,23.0
1624,0.20528301886792455,0.12502127705972538,0.2982456140350877,0.0,0.20323524350369992,0.13787161894390781,3,2,2,3.0,0.0,6.0,23,0,40.0
19079,0.07018867924528302,0.0058455124939500456,0.0756578947368421,0.04979253112033195,0.2737910858716228,0.009664016614802842,2,1,1,0.0,0.0,0.0,76,0,1.0
4022,0.08075471698113208,0.0027864619142145292,0.06798245614035088,0.09336099585062241,0.17914300464636035,0.005133542167069285,3,2,1,0.0,2.0,1.0,100,0,37.0
6676,0.09584905660377359,0.004269950007238743,0.1392543859649123,0.0,0.18602650146274313,0.009309068185708098,4,2,1,0.0,2.0,0.0,58,0,23.0
20430,0.20528301886792455,0.004141530458148856,0.2982456140350877,0.0,0.3391843056272587,0.008499234391171548,5,3,2,0.0,0.0,4.0,16,0,15.0
18017,0.11849056603773585,0.005357275906372456,0.08662280701754387,0.16182572614107885,0.2410944759938049,0.010008626740137545,4,1,1,0.0,0.0,0.0,71,0,1.0
7604,0.07773584905660377,0.003622400488478888,0.11293859649122807,0.0,0.1223541559112029,0.006824429182044893,3,2,1,0.0,0.0,0.0,77,0,1.0
18649,0.09283018867924529,0.0030881267040577544,0.09649122807017545,0.07261410788381742,0.19807262089141286,0.005705594975124892,3,1,1,0.0,0.0,0.0,71,0,11.0
13718,0.09358490566037736,0.010830856310033868,0.13596491228070173,0.0,0.21011874032008265,0.014799856182707693,4,1,1,0.0,2.0,1.0,86,0,10.0
12146,0.07622641509433963,0.0055002335176234625,0.11074561403508772,0.0,0.12923765272758564,0.010994211698594793,3,1,1,0.0,2.0,1.0,49,0,17.0
19920,0.1787169811320755,0.0020837889097604307,0.2596491228070175,0.0,0.37497848907244885,0.004076737782709531,4,2,2,0.0,0.0,4.0,10,0,17.0
6113,0.0890566037735849,0.004046427301511534,0.12938596491228072,0.0,0.19463087248322153,0.007522839036056557,3,1,2,0.0,2.0,0.0,117,0,38.0
5693,0.09509433962264151,0.0021425469109949543,0.05921052631578948,0.14937759336099585,0.12063328170710723,0.0039802469476158155,3,1,1,0.0,0.0,1.0,79,0,50.0
6687,0.11849056603773585,0.004760003852586472,0.17214912280701755,0.0,0.25314059542247463,0.008876008128204155,3,2,2,0.0,0.0,0.0,29,0,9.0
257,0.09735849056603774,0.006623904572159974,0.09978070175438596,0.07883817427385892,0.19807262089141286,0.011485855477405636,3,1,1,0.0,2.0,0.0,50,0,31.0
9851,0.1947169811320755,0.004769090141437172,0.13048245614035087,0.2883817427385892,0.43555326105661685,0.010566895143179763,4,2,1,0.0,2.0,2.0,47,0,16.0
10493,0.07245283018867925,0.0032468338826499733,0.0668859649122807,0.07261410788381742,0.1929099982791258,0.005018672125291052,2,1,1,0.0,0.0,1.0,76,0,22.0
21072,0.23018867924528305,0.002653196344404269,0.24232456140350878,0.17427385892116182,0.4854586129753915,0.005225438200491874,5,3,2,3.0,0.0,4.0,10,0,43.0
21235,0.2286792452830189,0.004926585814849297,0.33223684210526316,0.0,0.299604198933058,0.009276904574010193,4,2,2,0.0,0.0,2.0,10,0,15.0
7331,0.04905660377358491,0.002963947423098194,0.0712719298245614,0.0,0.16193426260540356,0.005335713440598978,2,1,1,0.0,0.0,0.0,101,0,11.0
6871,0.061886792452830186,0.005637739355564049,0.08991228070175439,0.0,0.1963517466873172,0.010954007183972412,3,1,1,0.0,0.0,0.0,58,0,7.0
14488,0.07471698113207548,0.0031547594889628845,0.10855263157894736,0.0,0.35811392187231117,0.010480742611846087,2,1,1,0.0,1.0,1.0,83,0,2.0
18407,0.08754716981132075,0.003984640537326777,0.12719298245614036,0.0,0.34262605403545005,0.006256971175660417,2,1,1,2.0,0.0,0.0,100,0,10.0
6126,0.18867924528301888,0.011460233251092323,0.13267543859649122,0.2676348547717842,0.21011874032008265,0.02158178344929464,5,3,1,1.0,1.0,0.0,51,0,23.0
15907,0.05132075471698114,0.005742534553642117,0.07456140350877193,0.0,0.1430046463603511,0.00786744916139126,3,2,1,0.0,1.0,0.0,52,0,4.0
2535,0.1230188679245283,0.0016385607560761527,0.11074561403508772,0.12863070539419086,0.26862846325933576,0.003559822594707478,4,2,1,0.0,1.0,0.0,101,0,37.0
20148,0.21660377358490568,0.0028197783066670943,0.31469298245614036,0.0,0.29272070211667534,0.009993693634706374,5,3,2,0.0,0.0,4.0,10,0,10.0
7406,0.169811320754717,0.0030844921885174745,0.24671052631578944,0.0,0.3409051798313544,0.006492454761305796,3,2,2,0.0,0.0,4.0,25,0,31.0
10351,0.1516981132075472,0.004115483096776851,0.12390350877192984,0.1825726141078838,0.2772328342798142,0.007653790883683743,4,2,1,0.0,2.0,2.0,45,0,15.0
15646,0.18105660377358493,0.0031523364786026978,0.26304824561403506,0.0,0.3899500946480813,0.005799788409383045,4,2,2,0.0,0.0,4.0,18,0,18.0
11784,0.10415094339622642,0.005669844242836521,0.15131578947368424,0.0,0.21872311134056105,0.010517501025215122,2,1,1,0.0,2.0,0.0,83,61,8.0
14060,0.13811320754716983,0.0043008433893311215,0.2006578947368421,0.0,0.24453622440199624,0.00800529321152514,4,1,2,0.0,0.0,2.0,53,22,26.0
8496,0.16905660377358492,0.006227136625679427,0.11622807017543861,0.24481327800829875,0.4407158836689039,0.01320890610407915,4,2,1,0.0,1.0,2.0,70,0,16.0
2181,0.16301886792452833,0.01228769128909603,0.2368421052631579,0.0,0.4510411288934779,0.022598383319032012,5,2,2,0.0,2.0,4.0,61,0,34.0
7050,0.10943396226415096,0.004795137502809177,0.09320175438596491,0.12448132780082988,0.19807262089141286,0.008942632752435531,3,2,1,0.0,0.0,0.0,57,0,6.0
17109,0.15735849056603776,0.00216495975682668,0.22861842105263158,0.0,0.2918602650146275,0.004354723283812858,3,2,2,0.0,0.0,4.0,22,0,20.0
12363,0.11547169811320755,0.031722657388152324,0.16776315789473684,0.0,0.24453622440199624,0.051550228648818155,3,2,2,0.0,0.0,2.0,33,0,10.0
794,0.03471698113207547,0.020361161809237607,0.050438596491228074,0.0,0.18258475305455174,0.02887947720346586,2,1,1,0.0,0.0,1.0,74,0,41.0
19105,0.07245283018867925,0.0043493035965348524,0.10526315789473685,0.0,0.1929099982791258,0.008097189244947728,3,1,1,0.0,2.0,0.0,69,0,10.0
